ID,sex,race,eyes
B57626,Male,White,Dark
B57629,Male,White,Blue
B57640,Male,Dark,Dark
B57642,Male,Dark,Dark
B57644,Male,Dark,Dark
B57656,Male,Dark,Dark
B57660,Male,Dark,Dark
B57671,Male,Dark,Dark
B57672,Male,Dark,Dark
B57682,Male,Dark,Dark
B57695,Male,White,Dark
B57711,Male,Dark,Dark
B57716,Male,Dark,Dark
B57723,Male,White,Dark
B57740,Male,Dark,Dark
B57741,Male,Dark,Dark
B57755,Male,Dark,Dark
B57759,Male,Dark,Dark
B57760,Male,Hispanic,Dark
B57771,Male,Dark,Dark
B57792,Male,Hispanic,Dark
B57793,Male,White,Dark
B57802,Male,Dark,Dark
B57803,Male,White,Dark
B57811,Male,Dark,Dark
B57827,Male,Dark,Dark
B57838,Male,Dark,Dark
B57839,Male,Dark,Dark
B57848,Male,Hispanic,Dark
B57874,Male,Hispanic,Dark
B57891,Male,Dark,Dark
B57893,Male,Dark,Dark
B57896,Male,Dark,Dark
B57902,Male,Dark,Dark
B57913,Male,Dark,Dark
B57916,Male,Dark,Dark
B57918,Male,Dark,Dark
B57936,Male,Hispanic,Dark
B57937,Male,Dark,Dark
B57950,Male,Dark,Dark
B57964,Male,Hispanic,Dark
B57976,Male,Dark,Dark
B57979,Male,White,Blue
B58000,Male,Dark,Dark
B58001,Male,Dark,Dark
B58005,Male,Dark,Dark
B58025,Male,White,Dark
B58035,Male,Dark,Dark
B58047,Male,White,Blue
B58057,Male,Dark,Dark
B58058,Male,Dark,Dark
B58059,Male,White,Dark
B58078,Male,Dark,Dark
B58139,Male,Dark,Dark
B58146,Male,Hispanic,Dark
B58148,Male,Dark,Dark
B58149,Male,Dark,Dark
B58165,Male,Hispanic,Dark
B58229,Male,Dark,Dark
B58252,Male,Dark,Dark
B58253,Male,Dark,Dark
B58269,Male,White,Dark
B58275,Male,Dark,Dark
B58285,Male,Dark,Dark
B58312,Male,Dark,Dark
B58327,Male,Dark,Dark
B58331,Male,Dark,Dark
B58337,Male,Dark,Dark
B58346,Male,Dark,Dark
B58355,Male,Dark,Dark
B58380,Male,Dark,Dark
B58387,Male,Dark,Dark
B58389,Male,Dark,Dark
B58408,Male,Hispanic,Dark
B58409,Male,Dark,Dark
B58412,Male,Dark,Dark
B58425,Male,Dark,Dark
B58439,Male,Dark,Dark
B58451,Male,Dark,Dark
B58502,Male,Dark,Dark
B58503,Male,Dark,Dark
B58509,Male,White,Dark
B58510,Male,Dark,Dark
B58525,Male,Dark,Dark
B58539,Male,White,Dark
B58548,Male,White,Green
B58568,Male,Dark,Dark
B58570,Male,Hispanic,Dark
B58588,Male,Dark,Dark
B58592,Male,Dark,Dark
B58615,Male,Dark,Dark
B58637,Male,Dark,Dark
B58638,Male,Dark,Dark
B58662,Male,Hispanic,Dark
B58688,Male,Dark,Dark
B58695,Male,Dark,Dark
B58708,Male,Dark,Dark
B58710,Male,Dark,Dark
B58727,Male,Dark,Dark
B58742,Male,Dark,Dark
B58743,Male,Dark,Dark
B58753,Male,Amer Indian,Dark
B58769,Male,Dark,Dark
B58771,Male,Dark,Dark
B58773,Male,Dark,Dark
B58800,Male,Dark,Dark
B58828,Male,Dark,Dark
B58830,Male,Dark,Dark
B58840,Male,Dark,Dark
B58844,Male,Dark,Dark
B58878,Male,Dark,Dark
B58880,Male,Dark,Dark
B58895,Male,Dark,Dark
B58897,Male,White,Green
B58917,Male,Hispanic,Dark
B58923,Male,Dark,Dark
B58928,Male,Dark,Dark
B58953,Male,Dark,Dark
B58954,Male,Dark,Dark
B58965,Male,Dark,Dark
B58969,Male,Dark,Dark
B58974,Male,Dark,Dark
B58978,Male,Hispanic,Dark
B58982,Male,White,Dark
B59063,Male,Dark,Dark
B59076,Male,Dark,Dark
B59081,Male,Dark,Dark
B59087,Male,Dark,Dark
B59112,Male,Dark,Dark
B59125,Male,Dark,Dark
B59126,Male,Dark,Dark
B59144,Male,White,Hazel
B59151,Male,Dark,Dark
B59152,Male,Hispanic,Dark
B59153,Male,Dark,Dark
B59177,Male,Hispanic,Dark
B59189,Male,White,Dark
B59196,Male,Dark,Dark
B59201,Male,Dark,Dark
B59207,Male,Dark,Dark
B59209,Male,Dark,Dark
B59215,Male,Dark,Dark
B59236,Male,Dark,Dark
B59247,Male,Dark,Dark
B59251,Male,Dark,Dark
B59290,Male,Dark,Dark
B59314,Male,Dark,Dark
B59330,Male,White,Blue
B59337,Male,Dark,Dark
B59342,Male,Dark,Dark
B59376,Male,Dark,Dark
B59377,Male,Dark,Dark
B59381,Male,Dark,Dark
B59383,Male,Dark,Dark
B59384,Male,Dark,Dark
B59385,Male,Dark,Dark
B59388,Male,Dark,Dark
B59414,Male,Hispanic,Dark
B59415,Male,Dark,Dark
B59442,Male,Dark,Dark
B59446,Male,Dark,Dark
B59453,Male,Hispanic,Dark
B59468,Male,Dark,Dark
B59475,Male,Dark,Dark
B59482,Male,Dark,Dark
B59514,Male,Dark,Dark
B59520,Male,Dark,Dark
B59547,Male,Dark,Dark
B59571,Male,Dark,Dark
B59572,Male,Dark,Dark
B59582,Male,Dark,Dark
B59619,Male,Dark,Dark
B59620,Male,Dark,Dark
B59630,Male,White,Dark
B59657,Male,Dark,Dark
B59658,Male,White,Dark
B59660,Male,Dark,Dark
B59674,Male,Dark,Dark
B59681,Male,Dark,Dark
B59698,Male,Dark,Dark
B59701,Male,Dark,Dark
B59703,Male,Dark,Dark
B59708,Male,Dark,Dark
B59716,Male,Dark,Dark
B59745,Male,Dark,Dark
B59749,Male,White,Dark
B59750,Male,Dark,Dark
B59760,Male,Dark,Dark
B59773,Male,Dark,Dark
B59785,Male,Dark,Dark
B59790,Male,Dark,Dark
B59802,Male,Dark,Dark
B59806,Male,White,Dark
B59811,Male,White,Blue
B59826,Male,Hispanic,Dark
B59834,Male,White,Blue
B59840,Male,Dark,Dark
B59853,Male,Dark,Dark
B59854,Male,Hispanic,Dark
B59865,Male,Dark,Dark
B59883,Male,Dark,Dark
B59890,Male,Dark,Dark
B59903,Male,Dark,Dark
B59930,Male,Dark,Dark
B59942,Male,Dark,Dark
B59944,Male,Dark,Dark
B59951,Male,Dark,Dark
B59993,Male,White,Dark
B59999,Male,Dark,Dark
B60004,Male,Dark,Dark
B60024,Male,Dark,Dark
B60030,Male,Dark,Dark
B60035,Male,White,Hazel
B60041,Male,Dark,Dark
B60044,Male,White,Blue
B60059,Male,Dark,Dark
B60062,Male,Dark,Dark
B60064,Male,Dark,Dark
B60068,Male,Dark,Dark
B60069,Male,Dark,Dark
B60070,Male,Dark,Dark
B60071,Male,Hispanic,Dark
B60072,Male,Dark,Dark
B60073,Male,Dark,Dark
B60100,Male,Dark,Dark
B60111,Male,Dark,Dark
B60119,Male,Dark,Dark
B60126,Male,White,Blue
B60157,Male,Dark,Dark
B60163,Male,Dark,Dark
B60179,Male,Dark,Dark
B60184,Male,Dark,Dark
B60191,Male,Dark,Dark
B60202,Male,Hispanic,Dark
B60205,Male,White,Hazel
B60206,Male,White,Hazel
B60210,Male,Dark,Dark
B60223,Male,White,Blue
B60224,Male,Dark,Dark
B60228,Male,White,Blue
B60242,Male,Dark,Dark
B60243,Male,Dark,Dark
B60246,Male,Dark,Dark
B60247,Male,Dark,Dark
B60260,Male,Dark,Dark
B60264,Male,Dark,Dark
B60275,Male,Hispanic,Dark
B60318,Male,Dark,Dark
B60321,Male,Dark,Dark
B60347,Male,Dark,Dark
B60348,Male,Dark,Dark
B60359,Male,Dark,Dark
B60404,Male,Dark,Dark
B60426,Male,White,Green
B60430,Male,Dark,Dark
B60433,Male,Dark,Dark
B60435,Male,White,Green
B60447,Male,White,Blue
B60455,Male,White,Blue
B60459,Male,Dark,Dark
B60461,Male,Dark,Dark
B60463,Male,Dark,Dark
B60477,Male,Dark,Dark
B60481,Male,Dark,Dark
B60491,Male,Hispanic,Dark
B60514,Male,Dark,Dark
B60528,Male,White,Hazel
B60545,Male,Dark,Dark
B60600,Male,Dark,Dark
B60601,Male,Dark,Dark
B60603,Male,Dark,Dark
B60605,Male,Dark,Dark
B60609,Male,Dark,Dark
B60623,Male,Dark,Dark
B60624,Male,White,Blue
B60627,Male,Dark,Dark
B60645,Male,Hispanic,Blue
B60646,Male,Dark,Dark
B60653,Male,White,Dark
B60663,Male,Dark,Dark
B60671,Male,Dark,Dark
B60676,Male,Dark,Dark
B60684,Male,Dark,Dark
B60686,Male,Dark,Dark
B60712,Male,Dark,Dark
B60716,Male,Dark,Dark
B60722,Male,Dark,Dark
B60752,Male,Hispanic,Dark
B60779,Male,Dark,Dark
B60790,Male,Dark,Dark
B60794,Male,White,Blue
B60795,Male,Dark,Dark
B60805,Male,Dark,Dark
B60807,Male,Dark,Dark
B60815,Male,Hispanic,Dark
B60819,Male,Hispanic,Dark
B60839,Male,White,Blue
B60847,Male,Hispanic,Dark
B60863,Male,Dark,Dark
B60864,Male,White,Hazel
B60876,Male,Dark,Dark
B60902,Male,White,Dark
B60912,Male,Dark,Dark
B60913,Male,Dark,Dark
B60914,Male,Dark,Dark
B60917,Male,Dark,Dark
B60920,Male,Dark,Dark
B60924,Male,Hispanic,Dark
B60933,Male,Dark,Dark
B60941,Male,Dark,Dark
B60950,Male,Dark,Dark
B60954,Male,Dark,Dark
B60961,Male,Dark,Dark
B60987,Male,Dark,Dark
B60992,Male,Dark,Dark
B61010,Male,Dark,Dark
B61025,Male,Hispanic,Dark
B61033,Male,Dark,Dark
B61036,Male,Dark,Dark
B61047,Male,Dark,Dark
B61051,Male,Dark,Dark
B61072,Male,Dark,Dark
B61078,Male,Dark,Dark
B61080,Male,White,Blue
B61090,Male,Dark,Dark
B61092,Male,Dark,Hazel
B61093,Male,Dark,Dark
B61095,Male,White,Dark
B61105,Male,Hispanic,Dark
B61106,Male,Dark,Dark
B61109,Male,Dark,Dark
B61122,Male,Dark,Dark
B61148,Male,Dark,Dark
B61163,Male,Dark,Dark
B61216,Male,Dark,Dark
B61218,Male,White,Blue
B61219,Male,Dark,Dark
B61230,Male,White,Blue
B61242,Male,White,Blue
B61243,Male,Dark,Dark
B61244,Male,White,Blue
B61246,Male,Hispanic,Dark
B61256,Male,Dark,Dark
B61257,Male,Dark,Dark
B61260,Male,Dark,Dark
B61265,Male,Dark,Dark
B61268,Male,Dark,Dark
B61293,Male,Dark,Dark
B61313,Male,Dark,Dark
B61314,Male,White,Blue
B61318,Male,Dark,Dark
B61323,Male,Dark,Dark
B61326,Male,Dark,Dark
B61340,Male,Hispanic,Dark
B61343,Male,Dark,Dark
B61355,Male,Dark,Dark
B61365,Male,Dark,Dark
B61369,Male,White,Dark
B61401,Male,Dark,Dark
B61444,Male,White,Dark
B61450,Male,Dark,Dark
B61474,Male,White,Dark
B61503,Male,Dark,Dark
B61508,Male,Dark,Dark
B61509,Male,Dark,Dark
B61525,Male,Dark,Dark
B61533,Male,Dark,Dark
B61563,Male,Dark,Dark
B61569,Male,Dark,Dark
B61575,Male,White,Blue
B61593,Male,Hispanic,Dark
B61596,Male,Dark,Dark
B61598,Male,Dark,Dark
B61608,Male,Dark,Dark
B61610,Male,Dark,Dark
B61611,Male,Dark,Dark
B61616,Male,Dark,Dark
B61622,Male,Dark,Dark
B61624,Male,Hispanic,Dark
B61628,Male,Dark,Dark
B61637,Male,Dark,Dark
B61670,Male,Dark,Dark
B61705,Male,Dark,Dark
B61764,Male,Dark,Dark
B61766,Male,Dark,Dark
B61790,Male,Dark,Dark
B61800,Male,White,Blue
B61803,Male,White,Blue
B61837,Male,Dark,Dark
B61840,Male,White,Blue
B61864,Male,Dark,Dark
B61868,Male,Dark,Dark
B61870,Male,Dark,Dark
B61871,Male,Dark,Dark
B61878,Male,Dark,Dark
B61894,Male,Dark,Dark
B61896,Male,White,Dark
B61904,Male,Dark,Dark
B61923,Male,Dark,Dark
B61936,Male,Dark,Dark
B61940,Male,Dark,Dark
B61941,Male,Dark,Dark
B61949,Male,Dark,Dark
B61951,Male,Dark,Dark
B61962,Male,Dark,Dark
B61967,Male,Dark,Dark
B61978,Male,Dark,Dark
B61984,Male,Dark,Dark
B62008,Male,Dark,Dark
B62016,Male,Dark,Dark
B62026,Male,Dark,Dark
B62038,Male,Hispanic,Dark
B62039,Male,White,Dark
B62041,Male,Dark,Dark
B62058,Male,Dark,Dark
B62074,Male,Dark,Dark
B62081,Male,Dark,Dark
B62089,Male,Dark,Dark
B62097,Male,Dark,Dark
B62100,Male,Dark,Dark
B62102,Male,Dark,Dark
B62103,Male,Dark,Dark
B62150,Male,Dark,Dark
B62156,Male,Dark,Dark
B62167,Male,Dark,Dark
B62187,Male,Dark,Dark
B62202,Male,Dark,Dark
B62219,Male,Dark,Dark
B62224,Male,Dark,Dark
B62246,Male,Dark,Dark
B62251,Male,Dark,Dark
B62254,Male,White,Blue
B62263,Male,Dark,Dark
B62266,Male,White,Dark
B62267,Male,Dark,Dark
B62272,Male,White,Green
B62273,Male,Dark,Dark
B62276,Male,Dark,Dark
B62283,Male,Dark,Dark
B62287,Male,White,Blue
B62313,Male,Dark,Dark
B62320,Male,Dark,Dark
B62327,Male,Dark,Dark
B62328,Male,Dark,Dark
B62333,Male,Dark,Dark
B62347,Male,Dark,Dark
B62349,Male,Dark,Dark
B62354,Male,Dark,Dark
B62376,Male,Dark,Dark
B62386,Male,Dark,Dark
B62394,Male,Dark,Dark
B62395,Male,Dark,Dark
B62406,Male,Dark,Dark
B62426,Male,Dark,Dark
B62427,Male,Dark,Dark
B62434,Male,White,Blue
B62436,Male,Dark,Dark
B62442,Male,Dark,Dark
B62447,Male,Hispanic,Dark
B62464,Male,Dark,Dark
B62475,Male,Dark,Dark
B62491,Male,Dark,Dark
B62503,Male,White,Dark
B62505,Male,Dark,Dark
B62519,Male,White,Blue
B62522,Male,White,Green
B62531,Male,Dark,Dark
B62535,Male,Dark,Dark
B62536,Male,White,Hazel
B62544,Male,White,Dark
B62551,Male,White,Green
B62554,Male,Dark,Dark
B62561,Male,White,Dark
B62562,Male,Dark,Dark
B62584,Male,Dark,Dark
B62593,Male,Dark,Dark
B62598,Male,Dark,Dark
B62605,Male,Hispanic,Dark
B62638,Male,White,Dark
B62640,Male,Dark,Dark
B62675,Male,Dark,Dark
B62677,Male,Dark,Dark
B62695,Male,White,Hazel
B62713,Male,Dark,Dark
B62717,Male,White,Blue
B62724,Male,Dark,Dark
B62725,Male,Dark,Dark
B62726,Male,Dark,Dark
B62727,Male,Hispanic,Dark
B62731,Male,Hispanic,Dark
B62739,Male,Dark,Dark
B62740,Male,Dark,Dark
B62744,Male,Dark,Dark
B62773,Male,Dark,Dark
B62807,Male,Dark,Dark
B62811,Male,Dark,Dark
B62815,Male,Hispanic,Dark
B62817,Male,Dark,Dark
B62834,Male,Dark,Dark
B62850,Male,Dark,Dark
B62876,Male,Dark,Dark
B62878,Male,Dark,Dark
B62884,Male,Dark,Dark
B62903,Male,Dark,Dark
B62920,Male,Dark,Green
B62956,Male,Dark,Dark
B62974,Male,Dark,Dark
B62984,Male,Dark,Dark
B62993,Male,Dark,Dark
B62998,Male,Dark,Dark
B63004,Male,Dark,Dark
B63027,Male,Dark,Dark
B63031,Male,Dark,Dark
B63053,Male,Dark,Dark
B63077,Male,Dark,Dark
B63112,Male,Dark,Dark
B63116,Male,White,Blue
B63121,Male,Dark,Dark
B63128,Male,White,Blue
B63141,Male,White,Green
B63167,Male,Dark,Dark
B63171,Male,Dark,Dark
B63194,Male,Dark,Dark
B63195,Male,Dark,Dark
B63196,Male,Dark,Dark
B63217,Male,Dark,Dark
B63219,Male,Dark,Dark
B63234,Male,Hispanic,Blue
B63238,Male,Hispanic,Dark
B63260,Male,Dark,Dark
B63265,Male,Dark,Dark
B63268,Male,Hispanic,Dark
B63282,Male,Hispanic,Dark
B63287,Male,White,Blue
B63315,Male,Hispanic,Dark
B63319,Male,White,Dark
B63336,Male,Dark,Dark
B63343,Male,White,Hazel
B63346,Male,Dark,Dark
B63361,Male,Dark,Dark
B63376,Male,White,Dark
B63378,Male,Dark,Dark
B63380,Male,Dark,Dark
B63381,Male,Dark,Dark
B63385,Male,Dark,Dark
B63414,Male,Hispanic,Dark
B63429,Male,Dark,Dark
B63436,Male,Dark,Dark
B63463,Male,Dark,Dark
B63490,Male,Dark,Dark
B63494,Male,White,Blue
B63500,Male,White,Blue
B63508,Male,Hispanic,Dark
B63525,Male,Dark,Dark
B63533,Male,Hispanic,Dark
B63549,Male,White,Blue
B63559,Male,Dark,Dark
B63567,Male,Dark,Dark
B63568,Male,Dark,Dark
B63570,Male,White,Hazel
B63584,Male,Dark,Dark
B63602,Male,Dark,Dark
B63612,Male,Dark,Dark
B63624,Male,Dark,Dark
B63625,Male,White,Dark
B63644,Male,Dark,Dark
B63665,Male,Hispanic,Dark
B63672,Male,Dark,Dark
B63681,Male,Dark,Dark
B63688,Male,Dark,Dark
B63708,Male,Dark,Dark
B63712,Male,Hispanic,Dark
B63719,Male,Dark,Dark
B63725,Male,Dark,Dark
B63727,Male,Dark,Dark
B63728,Male,Dark,Dark
B63749,Male,Dark,Dark
B63752,Male,Dark,Dark
B63774,Male,Dark,Dark
B63791,Male,Dark,Dark
B63800,Male,Dark,Dark
B63804,Male,Dark,Dark
B63806,Male,Dark,Dark
B63816,Male,Dark,Dark
B63831,Male,White,Dark
B63838,Male,White,Blue
B63843,Male,Hispanic,Dark
B63844,Male,Dark,Dark
B63845,Male,Dark,Dark
B63850,Male,Dark,Dark
B63860,Male,Dark,Dark
B63884,Male,Dark,Dark
B63888,Male,Dark,Dark
B63894,Male,Dark,Dark
B63895,Male,Dark,Dark
B63902,Male,Dark,Dark
B63905,Male,Dark,Dark
B63924,Male,Dark,Dark
B64008,Male,Hispanic,Hazel
B64012,Male,White,Dark
B64014,Male,White,Dark
B64023,Male,Dark,Dark
B64026,Male,Dark,Dark
B64044,Male,Dark,Dark
B64048,Male,Dark,Dark
B64050,Male,Dark,Dark
B64053,Male,Dark,Dark
B64057,Male,Dark,Dark
B64063,Male,Dark,Dark
B64065,Male,Dark,Dark
B64070,Male,Dark,Dark
B64071,Male,Dark,Dark
B64075,Male,Dark,Dark
B64097,Male,Dark,Dark
B64127,Male,Dark,Dark
B64131,Male,Dark,Dark
B64140,Male,Dark,Dark
B64143,Male,Dark,Dark
B64152,Male,Dark,Dark
B64160,Male,Dark,Dark
B64209,Male,Dark,Dark
B64210,Male,Dark,Dark
B64211,Male,White,Blue
B64240,Male,Hispanic,Dark
B64243,Male,Dark,Dark
B64247,Male,Dark,Dark
B64249,Male,Dark,Dark
B64260,Male,Hispanic,Dark
B64261,Male,Dark,Dark
B64265,Male,White,Hazel
B64291,Male,Dark,Dark
B64317,Male,Dark,Dark
B64334,Male,Dark,Dark
B64344,Male,Dark,Dark
B64361,Male,Dark,Dark
B64364,Male,Dark,Dark
B64365,Male,Dark,Dark
B64369,Male,Dark,Dark
B64415,Male,Dark,Dark
B64416,Male,White,Blue
B64435,Male,Hispanic,Dark
B64439,Male,White,Blue
B64452,Male,Asian,Dark
B64453,Male,Dark,Dark
B64475,Male,Dark,Dark
B64476,Male,Dark,Dark
B64477,Male,Dark,Dark
B64502,Male,Dark,Dark
B64525,Male,Dark,Dark
B64536,Male,Dark,Dark
B64553,Male,Hispanic,Dark
B64568,Male,Dark,Hazel
B64594,Male,Dark,Dark
B64600,Male,Dark,Dark
B64607,Male,Dark,Dark
B64619,Male,White,Dark
B64621,Male,Dark,Dark
B64634,Male,Dark,Dark
B64659,Male,Dark,Dark
B64670,Male,White,Hazel
B64671,Male,White,Dark
B64672,Male,Dark,Dark
B64684,Male,Dark,Dark
B64685,Male,Dark,Dark
B64720,Male,Dark,Dark
B64756,Male,Hispanic,Dark
B64779,Male,Dark,Dark
B64786,Male,Dark,Dark
B64791,Male,Dark,Dark
B64800,Male,Dark,Dark
B64813,Male,Dark,Dark
B64881,Male,Dark,Dark
B64884,Male,White,Blue
B64928,Male,Dark,Dark
B64929,Male,Dark,Dark
B64930,Male,Dark,Dark
B64934,Male,Dark,Dark
B64940,Male,Dark,Dark
B64942,Male,Hispanic,Dark
B64987,Male,Dark,Dark
B64995,Male,Dark,Dark
B65030,Male,Dark,Dark
B65034,Male,Dark,Dark
B65050,Male,Dark,Dark
B65061,Male,White,Blue
B65076,Male,Dark,Dark
B65077,Male,Dark,Dark
B65089,Male,Dark,Dark
B65107,Male,Dark,Dark
B65121,Male,Dark,Dark
B65123,Male,Dark,Dark
B65144,Male,White,Dark
B65177,Male,Dark,Dark
B65192,Male,Dark,Dark
B65200,Male,Dark,Dark
B65231,Male,Dark,Dark
B65236,Male,Dark,Dark
B65240,Male,Dark,Dark
B65254,Male,Dark,Dark
B65271,Male,Hispanic,Dark
B65278,Male,White,Green
B65302,Male,White,Blue
B65326,Male,Dark,Dark
B65327,Male,Dark,Dark
B65362,Male,Dark,Dark
B65390,Male,Dark,Dark
B65394,Male,Dark,Dark
B65395,Male,Dark,Dark
B65396,Male,Dark,Dark
B65409,Male,Dark,Dark
B65427,Male,White,Hazel
B65432,Male,Dark,Dark
B65435,Male,Dark,Dark
B65452,Male,White,Dark
B65460,Male,Dark,Dark
B65461,Male,Dark,Dark
B65474,Male,White,Dark
B65495,Male,Dark,Dark
B65513,Male,Dark,Dark
B65518,Male,Dark,Dark
B65519,Male,Dark,Dark
B65523,Male,Dark,Dark
B65526,Male,White,Dark
B65545,Male,Dark,Dark
B65554,Male,Dark,Dark
B65562,Male,Dark,Dark
B65564,Male,Dark,Dark
B65594,Male,Hispanic,Dark
B65608,Male,Dark,Dark
B65618,Male,Dark,Dark
B65619,Male,Dark,Dark
B65627,Male,Dark,Dark
B65630,Male,Dark,Dark
B65661,Male,Dark,Dark
B65670,Male,White,Green
B65682,Male,Dark,Dark
B65700,Male,Dark,Dark
B65703,Male,White,Green
B65708,Male,Dark,Dark
B65709,Male,Dark,Dark
B65713,Male,Dark,Dark
B65714,Male,Dark,Dark
B65716,Male,Hispanic,Dark
B65724,Male,Dark,Dark
B65731,Male,Dark,Dark
B65735,Male,Dark,Dark
B65748,Male,Dark,Dark
B65756,Male,Dark,Dark
B65773,Male,Hispanic,Dark
B65805,Male,Dark,Dark
B65823,Male,Dark,Dark
B65845,Male,White,Dark
B65854,Male,Dark,Dark
B65868,Male,White,Blue
B65895,Male,Dark,Dark
B65896,Male,White,Green
B65897,Male,Dark,Dark
B65901,Male,Dark,Dark
B65939,Male,Dark,Dark
B65946,Male,Dark,Dark
B65963,Male,Dark,Dark
B65992,Male,Dark,Dark
B66002,Male,Dark,Dark
B66005,Male,Dark,Dark
B66006,Male,Dark,Dark
B66010,Male,Dark,Dark
B66033,Male,Hispanic,Dark
B66040,Male,White,Blue
B66041,Male,Dark,Dark
B66048,Male,Dark,Dark
B66056,Male,Dark,Dark
B66083,Male,Dark,Dark
B66086,Male,Dark,Dark
B66087,Male,Dark,Dark
B66103,Male,Dark,Dark
B66104,Male,White,Dark
B66119,Male,Hispanic,Hazel
B66136,Male,Dark,Dark
B66171,Male,Dark,Dark
B66203,Male,Dark,Dark
B66207,Male,Hispanic,Dark
B66208,Male,Hispanic,Dark
B66211,Male,Dark,Dark
B66214,Male,Dark,Dark
B66215,Male,Dark,Dark
B66226,Male,Dark,Dark
B66232,Male,White,Blue
B66267,Male,Dark,Dark
B66268,Male,White,Gray
B66277,Male,White,Dark
B66286,Male,Dark,Dark
B66287,Male,Dark,Dark
B66309,Male,Dark,Dark
B66314,Male,White,Green
B66330,Male,Hispanic,Dark
B66331,Male,Dark,Dark
B66333,Male,Dark,Dark
B66343,Male,Dark,Dark
B66354,Male,Dark,Dark
B66366,Male,Dark,Dark
B66367,Male,Dark,Dark
B66387,Male,Dark,Dark
B66390,Male,Dark,Dark
B66407,Male,Dark,Dark
B66421,Male,Dark,Dark
B66426,Male,Dark,Dark
B66445,Male,White,Hazel
B66448,Male,White,Dark
B66457,Male,Dark,Dark
B66475,Male,Hispanic,Dark
B66483,Male,White,Blue
B66493,Male,Hispanic,Dark
B66495,Male,Dark,Dark
B66497,Male,Dark,Dark
B66498,Male,Dark,Dark
B66500,Male,Amer Indian,Dark
B66502,Male,Hispanic,Dark
B66509,Male,Dark,Dark
B66531,Male,Dark,Dark
B66532,Male,Dark,Dark
B66533,Male,White,Not Available
B66537,Male,Dark,Dark
B66547,Male,Dark,Dark
B66557,Male,Dark,Dark
B66570,Male,Dark,Dark
B66583,Male,Dark,Dark
B66603,Male,Dark,Dark
B66609,Male,White,Blue
B66638,Male,White,Dark
B66660,Male,White,Hazel
B66664,Male,Dark,Dark
B66670,Male,Dark,Dark
B66674,Male,Dark,Dark
B66678,Male,Dark,Dark
B66690,Male,White,Blue
B66698,Male,Dark,Dark
B66699,Male,Hispanic,Dark
B66718,Male,Hispanic,Dark
B66724,Male,Dark,Dark
B66732,Male,Dark,Dark
B66748,Male,Dark,Dark
B66753,Male,Dark,Dark
B66758,Male,Dark,Dark
B66760,Male,Dark,Dark
B66775,Male,Dark,Dark
B66781,Male,Dark,Dark
B66799,Male,Dark,Dark
B66804,Male,Dark,Dark
B66807,Male,Dark,Dark
B66833,Male,Dark,Dark
B66838,Male,Dark,Dark
B66849,Male,Dark,Dark
B66850,Male,Dark,Dark
B66876,Male,Dark,Dark
B66885,Male,Dark,Dark
B66887,Male,Dark,Dark
B66891,Male,Dark,Dark
B66899,Male,Dark,Dark
B66915,Male,Dark,Dark
B66923,Male,Dark,Dark
B66962,Male,Dark,Dark
B66965,Male,Hispanic,Dark
B66973,Male,Dark,Dark
B66978,Male,Dark,Dark
B66988,Male,Dark,Dark
B67020,Male,White,Blue
B67042,Male,White,Blue
B67063,Male,Dark,Dark
B67076,Male,White,Blue
B67080,Male,Dark,Dark
B67087,Male,Dark,Dark
B67096,Male,Dark,Dark
B67104,Male,Dark,Dark
B67123,Male,Dark,Dark
B67134,Male,Dark,Dark
B67151,Male,Dark,Dark
B67157,Male,Dark,Dark
B67160,Male,Dark,Dark
B67165,Male,Dark,Dark
B67168,Male,Hispanic,Dark
B67169,Male,Dark,Dark
B67194,Male,White,Not Available
B67201,Male,Hispanic,Dark
B67219,Male,Hispanic,Dark
B67227,Male,Dark,Dark
B67254,Male,Dark,Dark
B67259,Male,Dark,Dark
B67260,Male,Dark,Dark
B67270,Male,Dark,Dark
B67277,Male,Dark,Dark
B67279,Male,Dark,Dark
B67284,Male,White,Dark
B67298,Male,Dark,Dark
B67340,Male,White,Dark
B67358,Male,Dark,Dark
B67369,Male,Dark,Dark
B67377,Male,Hispanic,Dark
B67401,Male,Dark,Dark
B67408,Male,Dark,Dark
B67423,Male,White,Blue
B67427,Male,White,Blue
B67436,Male,Dark,Dark
B67450,Male,White,Green
B67473,Male,Dark,Dark
B67474,Male,Dark,Dark
B67475,Male,Dark,Dark
B67521,Male,Dark,Dark
B67536,Male,Dark,Dark
B67540,Male,Dark,Dark
B67543,Male,Hispanic,Dark
B67547,Male,Dark,Dark
B67578,Male,Dark,Dark
B67595,Male,Dark,Dark
B67600,Male,Dark,Dark
B67606,Male,Dark,Dark
B67620,Male,Dark,Dark
B67637,Male,Dark,Dark
B67645,Male,White,Blue
B67651,Male,Hispanic,Not Available
B67655,Male,Dark,Dark
B67668,Male,White,Dark
B67674,Male,White,Hazel
B67684,Male,White,Dark
B67687,Male,Dark,Dark
B67688,Male,Dark,Dark
B67691,Male,White,Dark
B67692,Male,White,Dark
B67695,Male,Dark,Dark
B67701,Male,Dark,Dark
B67703,Male,Dark,Dark
B67719,Male,Hispanic,Dark
B67725,Male,Dark,Dark
B67759,Male,Dark,Dark
B67821,Male,Dark,Dark
B67824,Male,Dark,Dark
B67833,Male,Hispanic,Dark
B67873,Male,Dark,Dark
B67895,Male,White,Blue
B67910,Male,White,Blue
