ID,sex,race,eyes
B54992,Male,White,Hazel
B54993,Male,White,Brown
B54998,Male,Hispanic,Brown
B55049,Male,Black,Brown
B55067,Male,Black,Brown
B55076,Male,Black,Brown
B55085,Male,Black,Brown
B55099,Male,White,Blue
B55113,Male,Black,Brown
B55116,Male,Black,Brown
B55123,Male,Black,Brown
B55125,Male,Black,Brown
B55132,Male,Black,Brown
B55150,Male,Black,Brown
B55154,Male,Black,Brown
B55162,Male,White,Blue
B55206,Male,Black,Brown
B55207,Male,Black,Brown
B55245,Male,Black,Brown
B55274,Male,Black,Blue
B55283,Male,Black,Brown
B55290,Male,Black,Brown
B55298,Male,Black,Brown
B55310,Male,Black,Brown
B55319,Male,Black,Brown
B55325,Male,White,Hazel
B55344,Male,Black,Brown
B55352,Male,Black,Brown
B55353,Male,White,Brown
B55356,Male,Black,Brown
B55362,Male,Black,Brown
B55373,Male,Black,Brown
B55374,Male,Black,Brown
B55375,Male,Hispanic,Brown
B55378,Male,Black,Brown
B55409,Male,Black,Brown
B55413,Male,Black,Brown
B55422,Male,White,Hazel
B55447,Male,Hispanic,Brown
B55470,Male,Black,Brown
B55513,Male,Black,Brown
B55515,Male,Black,Brown
B55528,Male,Black,Brown
B55533,Male,Black,Brown
B55543,Male,Black,Brown
B55546,Male,Black,Brown
B55558,Male,Black,Brown
B55572,Male,Black,Brown
B55589,Male,Black,Brown
B55590,Male,Black,Brown
B55592,Male,Black,Brown
B55616,Male,Black,Brown
B55626,Male,Black,Brown
B55628,Male,Black,Brown
B55634,Male,Black,Brown
B55645,Male,White,Blue
B55647,Male,Black,Brown
B55650,Male,Black,Hazel
B55653,Male,Black,Brown
B55673,Male,Black,Brown
B55706,Male,Black,Brown
B55725,Male,Black,Brown
B55734,Male,Black,Brown
B55744,Male,Black,Brown
B55746,Male,White,Brown
B55760,Male,Black,Brown
B55791,Male,Black,Brown
B55815,Male,Black,Brown
B55825,Male,Black,Brown
B55827,Male,Black,Brown
B55835,Male,White,Brown
B55839,Male,Black,Brown
B55841,Male,Black,Brown
B55843,Male,Black,Brown
B55862,Male,Black,Brown
B55867,Male,Black,Brown
B55872,Male,Black,Brown
B55874,Male,Black,Brown
B55884,Male,Black,Brown
B55896,Male,Black,Brown
B55902,Male,Black,Brown
B55907,Male,Black,Brown
B55911,Male,Black,Brown
B55919,Male,Black,Brown
B55924,Male,Black,Brown
B55932,Male,Black,Brown
B55938,Male,Black,Brown
B55959,Male,Black,Brown
B55995,Male,Black,Brown
B56013,Male,Black,Brown
B56034,Male,Black,Brown
B56036,Male,Black,Brown
B56045,Male,Black,Brown
B56063,Male,Hispanic,Brown
B56067,Male,Black,Brown
B56068,Male,White,Hazel
B56097,Male,Black,Brown
B56104,Male,Black,Brown
B56122,Male,Black,Brown
B56149,Male,Hispanic,Brown
B56164,Male,Hispanic,Brown
B56165,Male,Black,Brown
B56174,Male,White,Brown
B56184,Male,Black,Brown
B56185,Male,Black,Brown
B56190,Male,Black,Brown
B56192,Male,Black,Brown
B56204,Male,Hispanic,Brown
B56209,Male,Black,Brown
B56218,Male,Black,Brown
B56230,Male,Black,Brown
B56233,Male,Hispanic,Brown
B56235,Male,Black,Brown
B56262,Male,White,Hazel
B56274,Male,Black,Brown
B56275,Male,Black,Brown
B56276,Male,Black,Brown
B56277,Male,Black,Brown
B56341,Male,Black,Brown
B56342,Male,Hispanic,Brown
B56377,Male,Black,Brown
B56383,Male,Black,Brown
B56388,Male,Black,Brown
B56434,Male,White,Brown
B56458,Male,Black,Brown
B56527,Male,White,Brown
B56542,Male,Black,Brown
B56547,Male,Black,Brown
B56570,Male,Black,Brown
B56582,Male,Black,Brown
B56588,Male,Black,Brown
B56598,Male,Black,Brown
B56599,Male,Black,Brown
B56607,Male,White,Hazel
B56626,Male,White,Brown
B56633,Male,Black,Brown
B56638,Male,Black,Brown
B56640,Male,Black,Brown
B56643,Male,Hispanic,Brown
B56649,Male,Black,Brown
B56652,Male,White,Blue
B56653,Male,Hispanic,Brown
B56655,Male,Black,Brown
B56656,Male,Black,Brown
B56685,Male,Black,Brown
B56710,Male,Black,Brown
B56711,Male,Black,Brown
B56716,Male,Black,Brown
B56730,Male,Black,Brown
B56740,Male,White,Brown
B56748,Male,Black,Brown
B56757,Male,Hispanic,Hazel
B56766,Male,Black,Brown
B56785,Male,White,Hazel
B56786,Male,White,Blue
B56806,Male,White,Blue
B56814,Male,Black,Brown
B56827,Male,Black,Brown
B56829,Male,White,Hazel
B56851,Male,Black,Brown
B56863,Male,Black,Brown
B56877,Male,Black,Brown
B56884,Male,White,Hazel
B56889,Male,Black,Brown
B56896,Male,Black,Brown
B56923,Male,Black,Brown
B56926,Male,Black,Brown
B56955,Male,Black,Black
B56967,Male,Black,Brown
B56976,Male,Hispanic,Brown
B56984,Male,Black,Brown
B56992,Male,Black,Brown
B57002,Male,White,Brown
B57006,Male,Black,Brown
B57008,Male,Black,Brown
B57009,Male,Black,Brown
B57015,Male,White,Blue
B57024,Male,Black,Brown
B57030,Male,Black,Brown
B57035,Male,Black,Brown
B57088,Male,Black,Brown
B57092,Male,Black,Brown
B57119,Male,Black,Brown
B57133,Male,Black,Brown
B57144,Male,Black,Brown
B57155,Male,Black,Brown
B57161,Male,Black,Brown
B57168,Male,White,Blue
B57175,Male,Black,Brown
B57179,Male,White,Blue
B57197,Male,Black,Brown
B57203,Male,Amer Indian,Hazel
B57219,Male,White,Brown
B57227,Male,Black,Brown
B57258,Male,Black,Brown
B57262,Male,Black,Brown
B57267,Male,Black,Brown
B57272,Male,Black,Brown
B57273,Male,Hispanic,Brown
B57285,Male,Black,Brown
B57286,Male,Black,Brown
B57297,Male,Black,Brown
B57336,Male,Hispanic,Brown
B57343,Male,Black,Brown
B57344,Male,Black,Brown
B57347,Male,Black,Brown
B57362,Male,Black,Brown
B57371,Male,Black,Brown
B57392,Male,Black,Brown
B57398,Male,Hispanic,Brown
B57399,Male,Black,Brown
B57401,Male,Black,Brown
B57402,Male,Black,Brown
B57425,Male,White,Blue
B57427,Male,Hispanic,Brown
B57430,Male,White,Hazel
B57435,Male,Black,Brown
B57473,Male,Hispanic,Brown
B57474,Male,Black,Brown
B57477,Male,White,Brown
B57491,Male,Black,Brown
B57493,Male,Black,Brown
B57495,Male,Hispanic,Brown
B57498,Male,Black,Brown
B57502,Male,Black,Brown
B57526,Male,Black,Brown
B57529,Male,Black,Brown
B57530,Male,Black,Brown
B57547,Male,White,Brown
B57551,Male,Black,Brown
B57606,Male,Black,Brown
B57626,Male,White,Brown
B57629,Male,White,Blue
B57640,Male,Black,Brown
B57642,Male,Black,Brown
B57644,Male,Black,Brown
B57656,Male,Black,Brown
B57660,Male,Black,Brown
B57671,Male,Black,Brown
B57672,Male,Black,Brown
B57682,Male,Black,Brown
B57695,Male,White,Brown
B57711,Male,Black,Brown
B57716,Male,Black,Brown
B57723,Male,White,Brown
B57740,Male,Black,Brown
B57741,Male,Black,Brown
B57755,Male,Black,Brown
B57759,Male,Black,Brown
B57760,Male,Hispanic,Brown
B57771,Male,Black,Brown
B57792,Male,Hispanic,Brown
B57793,Male,White,Brown
B57802,Male,Black,Brown
B57803,Male,White,Brown
B57811,Male,Black,Brown
B57827,Male,Black,Brown
B57838,Male,Black,Brown
B57839,Male,Black,Brown
B57848,Male,Hispanic,Brown
B57874,Male,Hispanic,Brown
B57891,Male,Black,Brown
B57893,Male,Black,Brown
B57896,Male,Black,Brown
B57902,Male,Black,Brown
B57913,Male,Black,Brown
B57916,Male,Black,Brown
B57918,Male,Black,Brown
B57936,Male,Hispanic,Brown
B57937,Male,Black,Brown
B57950,Male,Black,Brown
B57964,Male,Hispanic,Brown
B57976,Male,Black,Brown
B57979,Male,White,Blue
B58000,Male,Black,Brown
B58001,Male,Black,Brown
B58005,Male,Black,Brown
B58025,Male,White,Brown
B58035,Male,Black,Brown
B58047,Male,White,Blue
B58057,Male,Black,Brown
B58058,Male,Black,Brown
B58059,Male,White,Brown
B58078,Male,Black,Brown
B58139,Male,Black,Brown
B58146,Male,Hispanic,Brown
B58148,Male,Black,Brown
B58149,Male,Black,Brown
B58165,Male,Hispanic,Brown
B58229,Male,Black,Brown
B58252,Male,Black,Brown
B58253,Male,Black,Brown
B58269,Male,White,Brown
B58275,Male,Black,Brown
B58285,Male,Black,Brown
B58312,Male,Black,Brown
B58327,Male,Black,Brown
B58331,Male,Black,Brown
B58337,Male,Black,Brown
B58346,Male,Black,Brown
B58355,Male,Black,Brown
B58380,Male,Black,Brown
B58387,Male,Black,Brown
B58389,Male,Black,Brown
B58408,Male,Hispanic,Brown
B58409,Male,Black,Brown
B58412,Male,Black,Brown
B58425,Male,Black,Brown
B58439,Male,Black,Brown
B58451,Male,Black,Brown
B58502,Male,Black,Brown
B58503,Male,Black,Brown
B58509,Male,White,Brown
B58510,Male,Black,Brown
B58525,Male,Black,Brown
B58539,Male,White,Brown
B58548,Male,White,Green
B58568,Male,Black,Brown
B58570,Male,Hispanic,Brown
B58588,Male,Black,Brown
B58592,Male,Black,Brown
B58615,Male,Black,Brown
B58637,Male,Black,Brown
B58638,Male,Black,Brown
B58662,Male,Hispanic,Brown
B58688,Male,Black,Brown
B58695,Male,Black,Brown
B58708,Male,Black,Brown
B58710,Male,Black,Brown
B58727,Male,Black,Brown
B58742,Male,Black,Brown
B58743,Male,Black,Brown
B58753,Male,Amer Indian,Brown
B58769,Male,Black,Brown
B58771,Male,Black,Brown
B58773,Male,Black,Brown
B58800,Male,Black,Brown
B58828,Male,Black,Brown
B58830,Male,Black,Brown
B58840,Male,Black,Brown
B58844,Male,Black,Brown
B58878,Male,Black,Brown
B58880,Male,Black,Brown
B58895,Male,Black,Brown
B58897,Male,White,Green
B58917,Male,Hispanic,Brown
B58923,Male,Black,Brown
B58928,Male,Black,Brown
B58953,Male,Black,Brown
B58954,Male,Black,Brown
B58965,Male,Black,Brown
B58969,Male,Black,Brown
B58974,Male,Black,Brown
B58978,Male,Hispanic,Brown
B58982,Male,White,Brown
B59063,Male,Black,Brown
B59076,Male,Black,Brown
B59081,Male,Black,Brown
B59087,Male,Black,Brown
B59112,Male,Black,Brown
B59125,Male,Black,Brown
B59126,Male,Black,Brown
B59144,Male,White,Hazel
B59151,Male,Black,Brown
B59152,Male,Hispanic,Brown
B59153,Male,Black,Brown
B59177,Male,Hispanic,Brown
B59189,Male,White,Brown
B59196,Male,Black,Brown
B59201,Male,Black,Brown
B59207,Male,Black,Brown
B59209,Male,Black,Brown
B59215,Male,Black,Brown
B59236,Male,Black,Brown
B59247,Male,Black,Brown
B59251,Male,Black,Brown
B59290,Male,Black,Brown
B59314,Male,Black,Brown
B59330,Male,White,Blue
B59337,Male,Black,Brown
B59342,Male,Black,Brown
B59376,Male,Black,Brown
B59377,Male,Black,Brown
B59381,Male,Black,Brown
B59383,Male,Black,Brown
B59384,Male,Black,Brown
B59385,Male,Black,Brown
B59388,Male,Black,Brown
B59414,Male,Hispanic,Brown
B59415,Male,Black,Brown
B59442,Male,Black,Brown
B59446,Male,Black,Brown
B59453,Male,Hispanic,Brown
B59468,Male,Black,Brown
B59475,Male,Black,Brown
B59482,Male,Black,Brown
B59514,Male,Black,Brown
B59520,Male,Black,Brown
B59547,Male,Black,Brown
B59571,Male,Black,Brown
B59572,Male,Black,Brown
B59582,Male,Black,Brown
B59619,Male,Black,Brown
B59620,Male,Black,Brown
B59630,Male,White,Brown
B59657,Male,Black,Black
B59658,Male,White,Brown
B59660,Male,Black,Brown
B59674,Male,Black,Brown
B59681,Male,Black,Brown
B59698,Male,Black,Brown
B59701,Male,Black,Brown
B59703,Male,Black,Brown
B59708,Male,Black,Brown
B59716,Male,Black,Brown
B59745,Male,Black,Brown
B59749,Male,White,Brown
B59750,Male,Black,Brown
B59760,Male,Black,Brown
B59773,Male,Black,Brown
B59785,Male,Black,Brown
B59790,Male,Black,Brown
B59802,Male,Black,Brown
B59806,Male,White,Brown
B59811,Male,White,Blue
B59826,Male,Hispanic,Brown
B59834,Male,White,Blue
B59840,Male,Black,Brown
B59853,Male,Black,Brown
B59854,Male,Hispanic,Brown
B59865,Male,Black,Brown
B59883,Male,Black,Brown
B59890,Male,Black,Brown
B59903,Male,Black,Brown
B59930,Male,Black,Brown
B59942,Male,Black,Brown
B59944,Male,Black,Brown
B59951,Male,Black,Brown
B59993,Male,White,Brown
B59999,Male,Black,Brown
B60004,Male,Black,Brown
B60024,Male,Black,Brown
B60030,Male,Black,Brown
B60035,Male,White,Hazel
B60041,Male,Black,Brown
B60044,Male,White,Blue
B60059,Male,Black,Brown
B60062,Male,Black,Brown
B60064,Male,Black,Brown
B60068,Male,Black,Brown
B60069,Male,Black,Brown
B60070,Male,Black,Brown
B60071,Male,Hispanic,Brown
B60072,Male,Black,Brown
B60073,Male,Black,Brown
B60100,Male,Black,Brown
B60111,Male,Black,Brown
B60119,Male,Black,Brown
B60126,Male,White,Blue
B60157,Male,Black,Brown
B60163,Male,Black,Brown
B60179,Male,Black,Brown
B60184,Male,Black,Brown
B60191,Male,Black,Brown
B60202,Male,Hispanic,Brown
B60205,Male,White,Hazel
B60206,Male,White,Hazel
B60210,Male,Black,Brown
B60223,Male,White,Blue
B60224,Male,Black,Brown
B60228,Male,White,Blue
B60242,Male,Black,Brown
B60243,Male,Black,Brown
B60246,Male,Black,Brown
B60247,Male,Black,Brown
B60260,Male,Black,Brown
B60264,Male,Black,Brown
B60275,Male,Hispanic,Brown
B60318,Male,Black,Brown
B60321,Male,Black,Brown
B60347,Male,Black,Brown
B60348,Male,Black,Brown
B60359,Male,Black,Brown
B60404,Male,Black,Brown
B60426,Male,White,Green
B60430,Male,Black,Brown
B60433,Male,Black,Brown
B60435,Male,White,Green
B60447,Male,White,Blue
B60455,Male,White,Blue
B60459,Male,Black,Brown
B60461,Male,Black,Brown
B60463,Male,Black,Brown
B60477,Male,Black,Brown
B60481,Male,Black,Brown
B60491,Male,Hispanic,Brown
B60514,Male,Black,Brown
B60528,Male,White,Hazel
B60545,Male,Black,Brown
B60600,Male,Black,Brown
B60601,Male,Black,Brown
B60603,Male,Black,Brown
B60605,Male,Black,Brown
B60609,Male,Black,Brown
B60623,Male,Black,Brown
B60624,Male,White,Blue
B60627,Male,Black,Brown
B60645,Male,Hispanic,Blue
B60646,Male,Black,Brown
B60653,Male,White,Brown
B60663,Male,Black,Brown
B60671,Male,Black,Brown
B60676,Male,Black,Brown
B60684,Male,Black,Brown
B60686,Male,Black,Brown
B60712,Male,Black,Brown
B60716,Male,Black,Brown
B60722,Male,Black,Brown
B60752,Male,Hispanic,Brown
B60779,Male,Black,Brown
B60790,Male,Black,Brown
B60794,Male,White,Blue
B60795,Male,Black,Brown
B60805,Male,Black,Brown
B60807,Male,Black,Brown
B60815,Male,Hispanic,Brown
B60819,Male,Hispanic,Brown
B60839,Male,White,Blue
B60847,Male,Hispanic,Brown
B60863,Male,Black,Brown
B60864,Male,White,Hazel
B60876,Male,Black,Brown
B60902,Male,White,Brown
B60912,Male,Black,Brown
B60913,Male,Black,Brown
B60914,Male,Black,Brown
B60917,Male,Black,Brown
B60920,Male,Black,Brown
B60924,Male,Hispanic,Brown
B60933,Male,Black,Brown
B60941,Male,Black,Brown
B60950,Male,Black,Brown
B60954,Male,Black,Brown
B60961,Male,Black,Brown
B60987,Male,Black,Brown
B60992,Male,Black,Brown
B61010,Male,Black,Brown
B61025,Male,Hispanic,Brown
B61033,Male,Black,Brown
B61036,Male,Black,Brown
B61047,Male,Black,Brown
B61051,Male,Black,Brown
B61072,Male,Black,Brown
B61078,Male,Black,Brown
B61080,Male,White,Blue
B61090,Male,Black,Brown
B61092,Male,Black,Hazel
B61093,Male,Black,Brown
B61095,Male,White,Brown
B61105,Male,Hispanic,Brown
B61106,Male,Black,Brown
B61109,Male,Black,Brown
B61122,Male,Black,Brown
B61148,Male,Black,Brown
B61163,Male,Black,Brown
B61216,Male,Black,Brown
B61218,Male,White,Blue
B61219,Male,Black,Brown
B61230,Male,White,Blue
B61242,Male,White,Blue
B61243,Male,Black,Brown
B61244,Male,White,Blue
B61246,Male,Hispanic,Brown
B61256,Male,Black,Brown
B61257,Male,Black,Brown
B61260,Male,Black,Brown
B61265,Male,Black,Brown
B61268,Male,Black,Brown
B61293,Male,Black,Brown
B61313,Male,Black,Brown
B61314,Male,White,Blue
B61318,Male,Black,Brown
B61323,Male,Black,Brown
B61326,Male,Black,Brown
B61340,Male,Hispanic,Brown
B61343,Male,Black,Brown
B61355,Male,Black,Brown
B61365,Male,Black,Brown
B61369,Male,White,Brown
B61401,Male,Black,Brown
B61444,Male,White,Brown
B61450,Male,Black,Brown
B61474,Male,White,Brown
B61503,Male,Black,Brown
B61508,Male,Black,Brown
B61509,Male,Black,Brown
B61525,Male,Black,Brown
B61533,Male,Black,Brown
B61563,Male,Black,Brown
B61569,Male,Black,Brown
B61575,Male,White,Blue
B61593,Male,Hispanic,Brown
B61596,Male,Black,Brown
B61598,Male,Black,Brown
B61608,Male,Black,Brown
B61610,Male,Black,Brown
B61611,Male,Black,Brown
B61616,Male,Black,Brown
B61622,Male,Black,Brown
B61624,Male,Hispanic,Brown
B61628,Male,Black,Brown
B61637,Male,Black,Brown
B61670,Male,Black,Brown
B61705,Male,Black,Brown
B61764,Male,Black,Brown
B61766,Male,Black,Brown
B61790,Male,Black,Brown
B61800,Male,White,Blue
B61803,Male,White,Blue
B61837,Male,Black,Brown
B61840,Male,White,Blue
B61864,Male,Black,Brown
B61868,Male,Black,Brown
B61870,Male,Black,Brown
B61871,Male,Black,Brown
B61878,Male,Black,Brown
B61894,Male,Black,Brown
B61896,Male,White,Brown
B61904,Male,Black,Brown
B61923,Male,Black,Brown
B61936,Male,Black,Brown
B61940,Male,Black,Brown
B61941,Male,Black,Brown
B61949,Male,Black,Brown
B61951,Male,Black,Brown
B61962,Male,Black,Brown
B61967,Male,Black,Brown
B61978,Male,Black,Brown
B61984,Male,Black,Brown
B62008,Male,Black,Brown
B62016,Male,Black,Brown
B62026,Male,Black,Brown
B62038,Male,Hispanic,Brown
B62039,Male,White,Brown
B62041,Male,Black,Brown
B62058,Male,Black,Brown
B62074,Male,Black,Brown
B62081,Male,Black,Brown
B62089,Male,Black,Brown
B62097,Male,Black,Brown
B62100,Male,Black,Brown
B62102,Male,Black,Brown
B62103,Male,Black,Brown
B62150,Male,Black,Brown
B62156,Male,Black,Brown
B62167,Male,Black,Brown
B62187,Male,Black,Brown
B62202,Male,Black,Brown
B62219,Male,Black,Brown
B62224,Male,Black,Brown
B62246,Male,Black,Brown
B62251,Male,Black,Brown
B62254,Male,White,Blue
B62263,Male,Black,Brown
B62266,Male,White,Brown
B62267,Male,Black,Brown
B62272,Male,White,Green
B62273,Male,Black,Brown
B62276,Male,Black,Brown
B62283,Male,Black,Brown
B62287,Male,White,Blue
B62313,Male,Black,Brown
B62320,Male,Black,Brown
B62327,Male,Black,Brown
B62328,Male,Black,Brown
B62333,Male,Black,Brown
B62347,Male,Black,Brown
B62349,Male,Black,Brown
B62354,Male,Black,Brown
B62376,Male,Black,Brown
B62386,Male,Black,Brown
B62394,Male,Black,Brown
B62395,Male,Black,Brown
B62406,Male,Black,Brown
B62426,Male,Black,Brown
B62427,Male,Black,Brown
B62434,Male,White,Blue
B62436,Male,Black,Brown
B62442,Male,Black,Brown
B62447,Male,Hispanic,Brown
B62464,Male,Black,Brown
B62475,Male,Black,Brown
B62491,Male,Black,Brown
B62503,Male,White,Brown
B62505,Male,Black,Brown
B62519,Male,White,Blue
B62522,Male,White,Green
B62531,Male,Black,Brown
B62535,Male,Black,Brown
B62536,Male,White,Hazel
B62544,Male,White,Brown
B62551,Male,White,Green
B62554,Male,Black,Brown
B62561,Male,White,Brown
B62562,Male,Black,Brown
B62584,Male,Black,Brown
B62593,Male,Black,Brown
B62598,Male,Black,Brown
B62605,Male,Hispanic,Brown
B62638,Male,White,Brown
B62640,Male,Black,Brown
B62675,Male,Black,Brown
B62677,Male,Black,Brown
B62695,Male,White,Hazel
B62713,Male,Black,Brown
B62717,Male,White,Blue
B62724,Male,Black,Brown
B62725,Male,Black,Brown
B62726,Male,Black,Brown
B62727,Male,Hispanic,Brown
B62731,Male,Hispanic,Brown
B62739,Male,Black,Brown
B62740,Male,Black,Brown
B62744,Male,Black,Brown
B62773,Male,Black,Brown
B62807,Male,Black,Brown
B62811,Male,Black,Brown
B62815,Male,Hispanic,Brown
B62817,Male,Black,Brown
B62834,Male,Black,Brown
B62850,Male,Black,Brown
B62876,Male,Black,Brown
B62878,Male,Black,Brown
B62884,Male,Black,Brown
B62903,Male,Black,Brown
B62920,Male,Black,Green
B62956,Male,Black,Brown
B62974,Male,Black,Brown
B62984,Male,Black,Brown
B62993,Male,Black,Brown
B62998,Male,Black,Brown
B63004,Male,Black,Brown
B63027,Male,Black,Brown
B63031,Male,Black,Brown
B63053,Male,Black,Brown
B63077,Male,Black,Brown
B63112,Male,Black,Brown
B63116,Male,White,Blue
B63121,Male,Black,Brown
B63128,Male,White,Blue
B63141,Male,White,Green
B63167,Male,Black,Brown
B63171,Male,Black,Brown
B63194,Male,Black,Brown
B63195,Male,Black,Brown
B63196,Male,Black,Brown
B63217,Male,Black,Brown
B63219,Male,Black,Brown
B63234,Male,Hispanic,Blue
B63238,Male,Hispanic,Brown
B63260,Male,Black,Brown
B63265,Male,Black,Brown
B63268,Male,Hispanic,Brown
B63282,Male,Hispanic,Brown
B63287,Male,White,Blue
B63315,Male,Hispanic,Brown
B63319,Male,White,Brown
B63336,Male,Black,Brown
B63343,Male,White,Hazel
B63346,Male,Black,Brown
B63361,Male,Black,Brown
B63376,Male,White,Brown
B63378,Male,Black,Brown
B63380,Male,Black,Brown
B63381,Male,Black,Brown
B63385,Male,Black,Brown
B63414,Male,Hispanic,Brown
B63429,Male,Black,Brown
B63436,Male,Black,Brown
B63463,Male,Black,Brown
B63490,Male,Black,Brown
B63494,Male,White,Blue
B63500,Male,White,Blue
B63508,Male,Hispanic,Brown
B63525,Male,Black,Brown
B63533,Male,Hispanic,Brown
B63549,Male,White,Blue
B63559,Male,Black,Brown
B63567,Male,Black,Brown
B63568,Male,Black,Brown
B63570,Male,White,Hazel
B63584,Male,Black,Brown
B63602,Male,Black,Brown
B63612,Male,Black,Brown
B63624,Male,Black,Brown
B63625,Male,White,Brown
B63644,Male,Black,Brown
B63665,Male,Hispanic,Brown
B63672,Male,Black,Brown
B63681,Male,Black,Brown
B63688,Male,Black,Brown
B63708,Male,Black,Brown
B63712,Male,Hispanic,Brown
B63719,Male,Black,Brown
B63725,Male,Black,Brown
B63727,Male,Black,Brown
B63728,Male,Black,Brown
B63749,Male,Black,Brown
B63752,Male,Black,Brown
B63774,Male,Black,Brown
B63791,Male,Black,Brown
B63800,Male,Black,Brown
B63804,Male,Black,Brown
B63806,Male,Black,Brown
B63816,Male,Black,Brown
B63831,Male,White,Brown
B63838,Male,White,Blue
B63843,Male,Hispanic,Brown
B63844,Male,Black,Brown
B63845,Male,Black,Brown
B63850,Male,Black,Brown
B63860,Male,Black,Brown
B63884,Male,Black,Brown
B63888,Male,Black,Brown
B63894,Male,Black,Brown
B63895,Male,Black,Brown
B63902,Male,Black,Brown
B63905,Male,Black,Brown
B63924,Male,Black,Brown
B64008,Male,Hispanic,Hazel
B64012,Male,White,Brown
B64014,Male,White,Brown
B64023,Male,Black,Brown
B64026,Male,Black,Brown
B64044,Male,Black,Brown
B64048,Male,Black,Brown
B64050,Male,Black,Brown
B64053,Male,Black,Brown
B64057,Male,Black,Brown
B64063,Male,Black,Brown
B64065,Male,Black,Brown
B64070,Male,Black,Brown
B64071,Male,Black,Brown
B64075,Male,Black,Black
B64097,Male,Black,Brown
B64127,Male,Black,Black
B64131,Male,Black,Brown
B64140,Male,Black,Brown
B64143,Male,Black,Brown
B64152,Male,Black,Brown
B64160,Male,Black,Brown
B64209,Male,Black,Brown
B64210,Male,Black,Brown
B64211,Male,White,Blue
B64240,Male,Hispanic,Brown
B64243,Male,Black,Brown
B64247,Male,Black,Brown
B64249,Male,Black,Brown
B64260,Male,Hispanic,Brown
B64261,Male,Black,Brown
B64265,Male,White,Hazel
B64291,Male,Black,Brown
B64317,Male,Black,Brown
B64334,Male,Black,Brown
B64344,Male,Black,Brown
B64361,Male,Black,Brown
B64364,Male,Black,Brown
B64365,Male,Black,Brown
B64369,Male,Black,Brown
B64415,Male,Black,Brown
B64416,Male,White,Blue
B64435,Male,Hispanic,Brown
B64439,Male,White,Blue
B64452,Male,Asian,Brown
B64453,Male,Black,Brown
B64475,Male,Black,Brown
B64476,Male,Black,Brown
B64477,Male,Black,Brown
B64502,Male,Black,Brown
B64525,Male,Black,Brown
B64536,Male,Black,Brown
B64553,Male,Hispanic,Brown
B64568,Male,Black,Hazel
B64594,Male,Black,Brown
B64600,Male,Black,Brown
B64607,Male,Black,Brown
B64619,Male,White,Brown
B64621,Male,Black,Brown
B64634,Male,Black,Brown
B64659,Male,Black,Brown
B64670,Male,White,Hazel
B64671,Male,White,Brown
B64672,Male,Black,Brown
B64684,Male,Black,Brown
B64685,Male,Black,Brown
B64720,Male,Black,Brown
B64756,Male,Hispanic,Brown
B64779,Male,Black,Brown
B64786,Male,Black,Brown
B64791,Male,Black,Brown
B64800,Male,Black,Brown
B64813,Male,Black,Brown
B64881,Male,Black,Brown
B64884,Male,White,Blue
B64928,Male,Black,Brown
B64929,Male,Black,Brown
B64930,Male,Black,Brown
B64934,Male,Black,Brown
B64940,Male,Black,Brown
B64942,Male,Hispanic,Brown
B64987,Male,Black,Brown
B64995,Male,Black,Brown
B65030,Male,Black,Brown
B65034,Male,Black,Brown
B65050,Male,Black,Brown
B65061,Male,White,Blue
B65076,Male,Black,Brown
B65077,Male,Black,Brown
B65089,Male,Black,Brown
B65107,Male,Black,Brown
B65121,Male,Black,Brown
B65123,Male,Black,Brown
B65144,Male,White,Brown
B65177,Male,Black,Brown
B65192,Male,Black,Brown
B65200,Male,Black,Brown
B65231,Male,Black,Brown
B65236,Male,Black,Brown
B65240,Male,Black,Brown
B65254,Male,Black,Brown
B65271,Male,Hispanic,Brown
B65278,Male,White,Green
B65302,Male,White,Blue
B65326,Male,Black,Brown
B65327,Male,Black,Brown
B65362,Male,Black,Brown
B65390,Male,Black,Brown
B65394,Male,Black,Brown
B65395,Male,Black,Brown
B65396,Male,Black,Brown
B65409,Male,Black,Brown
B65427,Male,White,Hazel
B65432,Male,Black,Brown
B65435,Male,Black,Brown
B65452,Male,White,Brown
B65460,Male,Black,Brown
B65461,Male,Black,Brown
B65474,Male,White,Brown
B65495,Male,Black,Brown
B65513,Male,Black,Brown
B65518,Male,Black,Brown
B65519,Male,Black,Brown
B65523,Male,Black,Brown
B65526,Male,White,Brown
B65545,Male,Black,Brown
B65554,Male,Black,Brown
B65562,Male,Black,Brown
B65564,Male,Black,Brown
B65594,Male,Hispanic,Brown
B65608,Male,Black,Brown
B65618,Male,Black,Brown
B65619,Male,Black,Brown
B65627,Male,Black,Brown
B65630,Male,Black,Brown
B65661,Male,Black,Brown
B65670,Male,White,Green
B65682,Male,Black,Brown
B65700,Male,Black,Brown
B65703,Male,White,Green
B65708,Male,Black,Brown
B65709,Male,Black,Brown
B65713,Male,Black,Brown
B65714,Male,Black,Brown
B65716,Male,Hispanic,Brown
B65724,Male,Black,Brown
B65731,Male,Black,Brown
B65735,Male,Black,Brown
B65748,Male,Black,Brown
B65756,Male,Black,Brown
B65773,Male,Hispanic,Brown
B65805,Male,Black,Brown
B65823,Male,Black,Brown
B65845,Male,White,Brown
B65854,Male,Black,Brown
B65868,Male,White,Blue
B65895,Male,Black,Brown
B65896,Male,White,Green
B65897,Male,Black,Brown
B65901,Male,Black,Brown
B65939,Male,Black,Brown
